NLQ,PRED SQL,GOLD SQL,OUTPUT PRED,OUTPUT GOLD
Give me the number of patients who were diagnosed for aftercare for healing traumatic fracture of lower leg and whose lab test fluid was pleural.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID JOIN Lab AS T3 ON T1.HADM_ID  =  T3.HADM_ID WHERE T2.ICD9_CODE  =  'healing traumatic fracture of lower leg' AND T3.FLUID  =  'pleural',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DIAGNOSES.""LONG_TITLE"" = ""Aftercare for healing traumatic fracture of lower leg"" AND LAB.""FLUID"" = ""Pleural""","[(0,)]","[(0,)]"
get the number of patients on main type drug prescription who have procedure icd9 code 8960.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Prescriptions AS T2 ON T1.HADM_ID  =  T2.HADM_ID JOIN Procedures AS T3 ON T1.HADM_ID  =  T3.HADM_ID WHERE T2.DRUG_TYPE  =  'main' AND T3.ICD9_CODE  =  '8960',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE PROCEDURES.""ICD9_CODE"" = ""8960"" AND PRESCRIPTIONS.""DRUG_TYPE"" = ""MAIN""","[(0,)]","[(1,)]"
count the number of patients on main drug prescription who have procedure icd9 code 5771.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Prescriptions AS T2 ON T1.HADM_ID  =  T2.HADM_ID JOIN Procedures AS T3 ON T1.HADM_ID  =  T3.HADM_ID WHERE T2.DRUG_TYPE  =  'main' AND T3.ICD9_CODE  =  '5771',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE PROCEDURES.""ICD9_CODE"" = ""5771"" AND PRESCRIPTIONS.""DRUG_TYPE"" = ""MAIN""","[(0,)]","[(0,)]"
get me the number of patients taking base drug type who have procedure icd9 code 3799.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Prescriptions AS T2 ON T1.HADM_ID  =  T2.HADM_ID JOIN Procedures AS T3 ON T1.HADM_ID  =  T3.HADM_ID WHERE T2.DRUG_TYPE  =  'base' AND T3.ICD9_CODE  =  3799,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE PROCEDURES.""ICD9_CODE"" = ""3799"" AND PRESCRIPTIONS.""DRUG_TYPE"" = ""BASE""","[(0,)]","[(1,)]"
give the number of patients whose procedure long title is closed biopsy of skin and subcutaneous tissue and lab test fluid is cerebrospinal fluid (csf).,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Procedures AS T2 ON T1.HADM_ID  =  T2.HADM_ID JOIN Lab AS T3 ON T1.HADM_ID  =  T3.HADM_ID WHERE T2.LONG_TITLE  =  'closed biopsy of skin and subcutaneous tissue' AND T3.FLUID  =  'cerebrospinal fluid (csf)',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE PROCEDURES.""LONG_TITLE"" = ""Closed biopsy of skin and subcutaneous tissue"" AND LAB.""FLUID"" = ""Cerebrospinal Fluid (CSF)""","[(0,)]","[(0,)]"
How many patients under a hematology lab test category have intraoperative cardiac pacemaker?,SELECT count(*) FROM Lab WHERE CATEGORY  =  'Hematology' AND VALUE_UNIT  =  'Intraoperative cardiac pacemaker',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE PROCEDURES.""LONG_TITLE"" = ""Intraoperative cardiac pacemaker"" AND LAB.""CATEGORY"" = ""Hematology""","[(0,)]","[(1,)]"
how many of the patients treated with meth10sy had a lab test for cerebrospinal fluid (csf)?,SELECT count(DISTINCT T1.subject_id) FROM lab AS T1 JOIN prescriptions AS T2 ON T1.subject_id  =  T2.subject_id WHERE T1.itemid  =  'csf' AND T2.drug  =  'meth10sy',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE PRESCRIPTIONS.""FORMULARY_DRUG_CD"" = ""METH10SY"" AND LAB.""FLUID"" = ""Cerebrospinal Fluid (CSF)""","[(0,)]","[(0,)]"
provide the number of patients whose drug code is warf1 and lab test fluid is pleural.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Prescriptions AS T1 JOIN Lab AS T2 ON T1.SUBJECT_ID  =  T2.SUBJECT_ID WHERE T1.DRUG_TYPE  =  'warf1' AND T2.FLUID  =  'pleural',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE PRESCRIPTIONS.""FORMULARY_DRUG_CD"" = ""WARF1"" AND LAB.""FLUID"" = ""Pleural""","[(0,)]","[(0,)]"
how many patients with the drug code lans30st had the lab test fluid cerebrospinal fluid (csf)?,SELECT count(DISTINCT T2.hadm_id) FROM lab AS T1 JOIN prescriptions AS T2 ON T1.hadm_id  =  T2.hadm_id WHERE T1.fluid  =  'cerebrospinal fluid (csf)' AND T2.drug_type  =  'lans30st',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE PRESCRIPTIONS.""FORMULARY_DRUG_CD"" = ""LANS30ST"" AND LAB.""FLUID"" = ""Cerebrospinal Fluid (CSF)""","[(0,)]","[(0,)]"
how many patients with drug code neolevo5 had csf lab test done?,SELECT count(DISTINCT T2.hadm_id) FROM lab AS T1 JOIN prescriptions AS T2 ON T1.hadm_id  =  T2.hadm_id WHERE T1.itemid  =  'csf' AND T2.drug_type  =  'neolevo5',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE PRESCRIPTIONS.""FORMULARY_DRUG_CD"" = ""NEOLEVO5"" AND LAB.""FLUID"" = ""Cerebrospinal Fluid (CSF)""","[(0,)]","[(0,)]"
how many of the patients treated with drug lido2/5j had a lab test for cerebrospinal fluid (csf)?,SELECT count(DISTINCT T1.subject_id) FROM lab AS T1 JOIN prescriptions AS T2 ON T1.subject_id  =  T2.subject_id WHERE T1.label  =  'csf' AND T2.drug  =  'lido2/5j',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE PRESCRIPTIONS.""FORMULARY_DRUG_CD"" = ""LIDO2/5J"" AND LAB.""FLUID"" = ""Cerebrospinal Fluid (CSF)""","[(0,)]","[(1,)]"
provide the number of patients whose drug code is hepapremix and lab test fluid is ascites.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Prescriptions AS T2 ON T1.HADM_ID  =  T2.HADM_ID JOIN Lab AS T3 ON T1.HADM_ID  =  T3.HADM_ID WHERE T2.DRUG_TYPE  =  'hepapremix' AND T3.FLUID  =  'ascites',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE PRESCRIPTIONS.""FORMULARY_DRUG_CD"" = ""HEPAPREMIX"" AND LAB.""FLUID"" = ""Ascites""","[(0,)]","[(0,)]"
find the number of patients whose drug code is dapt500i and lab test fluid is ascites.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Prescriptions AS T2 ON T1.HADM_ID  =  T2.HADM_ID JOIN Lab AS T3 ON T1.HADM_ID  =  T3.HADM_ID WHERE T2.DRUG_TYPE  =  'dapt500i' AND T3.FLUID  =  'ascites',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE PRESCRIPTIONS.""FORMULARY_DRUG_CD"" = ""DAPT500I"" AND LAB.""FLUID"" = ""Ascites""","[(0,)]","[(1,)]"
how many patients with lab test item id 51213 have their lab test abnormal as delta?,SELECT count(*) FROM Lab WHERE ITEMID  =  51213 AND FLAG  =  'abnormal',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE LAB.""ITEMID"" = ""51213"" AND LAB.""FLAG"" = ""delta""","[(0,)]","[(0,)]"
provide the number of patients with lab test item id 50803 and delta lab test abnormal status.,SELECT count(*) FROM Lab WHERE ITEMID  =  50803 AND FLAG  =  'abnormal',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE LAB.""ITEMID"" = ""50803"" AND LAB.""FLAG"" = ""delta""","[(2,)]","[(0,)]"
How many patients with item id 50804 had an abnormal lab test status,SELECT COUNT (DISTINCT SUBJECT_ID) FROM Lab WHERE ITEMID  =  50804 AND FLAG  =  'abnormal',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE LAB.""ITEMID"" = ""50804"" AND LAB.""FLAG"" = ""abnormal""","[(22,)]","[(22,)]"
count the number of patients whose lab test abnormal status is abnormal and lab test name is triiodothyronine (t3).,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Lab AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T2.FLAG  =  'abnormal' AND T2.LABEL  =  'triiodothyronine (t3)',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE LAB.""FLAG"" = ""abnormal"" AND LAB.""LABEL"" = ""Triiodothyronine (T3)""","[(0,)]","[(1,)]"
count the number of patients with abnormal lab test status who had phenytoin lab test.,SELECT count(DISTINCT Demographic.SUBJECT_ID) FROM Demographic JOIN Lab ON Demographic.HADM_ID = Lab.HADM_ID WHERE Lab.FLAG  =  'abnormal' AND Lab.ITEMID  =  'phenytoin',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE LAB.""FLAG"" = ""abnormal"" AND LAB.""LABEL"" = ""Phenytoin""","[(0,)]","[(1,)]"
count the number of patients whose lab test status was abnormal and had got tropnin i lab test done..,SELECT count(*) FROM Lab WHERE FLAG  =  'abnormal' AND ITEMID  =  'tropnin',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE LAB.""FLAG"" = ""abnormal"" AND LAB.""LABEL"" = ""Troponin I""","[(0,)]","[(1,)]"
"provide the number of patients whose lab test name is potassium, urine and lab test result is abnormal.",SELECT count(*) FROM Lab WHERE LABEL  =  'potassium' OR LABEL  =  'urine' AND FLAG  =  'abnormal' ,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE LAB.""FLAG"" = ""abnormal"" AND LAB.""LABEL"" = ""Potassium, Urine""","[(0,)]","[(0,)]"
count the number of patients whose lab test abnormal status is abnormal and lab test name is gentamicin.,SELECT count(*) FROM Lab WHERE FLAG  =  'abnormal' AND LABEL  =  'gentamicin',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE LAB.""FLAG"" = ""abnormal"" AND LAB.""LABEL"" = ""Gentamicin""","[(0,)]","[(2,)]"
count the number of patients whose lab test abnormal status is delta and lab test name is c-reactive protein.,SELECT count(*) FROM Lab WHERE FLAG  =  'delta' AND LABEL  =  'c-reactive protein',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE LAB.""FLAG"" = ""delta"" AND LAB.""LABEL"" = ""C-Reactive Protein""","[(0,)]","[(0,)]"
find the language of subject id 2560.,SELECT LANGUAGE FROM Demographic WHERE SUBJECT_ID  =  2560,"SELECT DEMOGRAPHIC.""LANGUAGE"" FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""SUBJECT_ID"" = ""2560""","[(None,)]","[(None,)]"
"for patient id 2560, calculate the duration of hospital stay. ","SELECT Demographic.ADMITTIME ,  Demographic.DISCHTIME FROM Demographic WHERE Demographic.SUBJECT_ID  =  2560","SELECT DEMOGRAPHIC.""DAYS_STAY"" FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""SUBJECT_ID"" = ""2560""","[('2182-04-24 21:20:00', '2182-04-29 12:30:00')]","[(4,)]"
Specify the icd9 code for patient ID 2560,SELECT ICD9_CODE FROM Diagnoses WHERE SUBJECT_ID  =  2560,"SELECT PROCEDURES.""ICD9_CODE"" FROM PROCEDURES WHERE PROCEDURES.""SUBJECT_ID"" = ""2560""","[('V290',), ('V502',), ('V3001',), ('75733',), ('V053',)]","[(640,), (9955,)]"
find out the marital status and religious background of patient with patient id 2560.,"SELECT MARITAL_STATUS ,  RELIGION FROM Demographic WHERE SUBJECT_ID  =  2560","SELECT DEMOGRAPHIC.""MARITAL_STATUS"",DEMOGRAPHIC.""RELIGION"" FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""SUBJECT_ID"" = ""2560""","[(None, 'NOT SPECIFIED')]","[(None, 'NOT SPECIFIED')]"
what is the age and insurance of patient id 2560?,"SELECT AGE ,  INSURANCE FROM Demographic WHERE SUBJECT_ID  =  2560","SELECT DEMOGRAPHIC.""AGE"",DEMOGRAPHIC.""INSURANCE"" FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""SUBJECT_ID"" = ""2560""","[(0, 'Private')]","[(0, 'Private')]"
"for patient id 2560, specify the type and location of admission ","SELECT ADMISSION_TYPE ,  ADMISSION_LOCATION FROM Demographic WHERE SUBJECT_ID  =  2560","SELECT DEMOGRAPHIC.""ADMISSION_TYPE"",DEMOGRAPHIC.""ADMISSION_LOCATION"" FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""SUBJECT_ID"" = ""2560""","[('NEWBORN', 'PHYS REFERRAL/NORMAL DELI')]","[('NEWBORN', 'PHYS REFERRAL/NORMAL DELI')]"
Specify admission type of patient id 2560 along with the location he was discharged to,"SELECT ADMISSION_TYPE ,  DISCHARGE_LOCATION FROM Demographic WHERE SUBJECT_ID  =  2560","SELECT DEMOGRAPHIC.""ADMISSION_TYPE"",DEMOGRAPHIC.""DISCHARGE_LOCATION"" FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""SUBJECT_ID"" = ""2560""","[('NEWBORN', 'HOME')]","[('NEWBORN', 'HOME')]"
look up for the admission type and admission time of subject id 2560 .,"SELECT ADMISSION_TYPE ,  ADMITTIME FROM Demographic WHERE SUBJECT_ID  =  2560","SELECT DEMOGRAPHIC.""ADMISSION_TYPE"",DEMOGRAPHIC.""ADMITTIME"" FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""SUBJECT_ID"" = ""2560""","[('NEWBORN', '2182-04-24 21:20:00')]","[('NEWBORN', '2182-04-24 21:20:00')]"
"for patient id 2560, specify the admission type and lab test abnormal status","SELECT T1.ADMISSION_TYPE ,  T2.FLAG FROM Demographic AS T1 JOIN Lab AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.SUBJECT_ID  =  2560 AND T2.SUBJECT_ID  =  2560","SELECT DEMOGRAPHIC.""ADMISSION_TYPE"",LAB.""FLAG"" FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""SUBJECT_ID"" = ""2560""","[('NEWBORN', None), ('NEWBORN', None), ('NEWBORN', None), ('NEWBORN', None), ('NEWBORN', None), ('NEWBORN', None), ('NEWBORN', None), ('NEWBORN', None), ('NEWBORN', None), ('NEWBORN', None), ('NEWBORN', None), ('NEWBORN', None), ('NEWBORN', None), ('NEWBORN', None), ('NEWBORN', None), ('NEWBORN', None), ('NEWBORN', 'abnormal'), ('NEWBORN', 'abnormal'), ('NEWBORN', 'abnormal'), ('NEWBORN', 'abnormal'), ('NEWBORN', 'abnormal'), ('NEWBORN', 'abnormal')]","[('NEWBORN', None), ('NEWBORN', None), ('NEWBORN', None), ('NEWBORN', None), ('NEWBORN', None), ('NEWBORN', None), ('NEWBORN', None), ('NEWBORN', None), ('NEWBORN', None), ('NEWBORN', None), ('NEWBORN', None), ('NEWBORN', None), ('NEWBORN', None), ('NEWBORN', None), ('NEWBORN', None), ('NEWBORN', None), ('NEWBORN', 'abnormal'), ('NEWBORN', 'abnormal'), ('NEWBORN', 'abnormal'), ('NEWBORN', 'abnormal'), ('NEWBORN', 'abnormal'), ('NEWBORN', 'abnormal')]"
what is the admission location and discharge location of patient id 2560?,"SELECT ADMISSION_LOCATION ,  DISCHARGE_LOCATION FROM Demographic WHERE SUBJECT_ID  =  2560","SELECT DEMOGRAPHIC.""ADMISSION_LOCATION"",DEMOGRAPHIC.""DISCHARGE_LOCATION"" FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""SUBJECT_ID"" = ""2560""","[('PHYS REFERRAL/NORMAL DELI', 'HOME')]","[('PHYS REFERRAL/NORMAL DELI', 'HOME')]"
what is the admission location and procedure long title of subject id 2560?,"SELECT ADMISSION_LOCATION ,  LONG_TITLE FROM Demographic AS T1 JOIN Procedures AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.SUBJECT_ID  =  2560 AND T2.SUBJECT_ID  =  2560","SELECT DEMOGRAPHIC.""ADMISSION_LOCATION"",PROCEDURES.""LONG_TITLE"" FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""SUBJECT_ID"" = ""2560""","[('PHYS REFERRAL/NORMAL DELI', 'Circumcision'), ('PHYS REFERRAL/NORMAL DELI', 'Prophylactic administration of vaccine against other diseases')]","[('PHYS REFERRAL/NORMAL DELI', 'Circumcision'), ('PHYS REFERRAL/NORMAL DELI', 'Prophylactic administration of vaccine against other diseases')]"
tell me the primary disease and time of discharge for patient with patient id 2560.,"SELECT ICD9_CODE ,  DISCHTIME FROM Diagnoses AS T1 JOIN Demographic AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T2.SUBJECT_ID  =  2560 GROUP BY ICD9_CODE","SELECT DEMOGRAPHIC.""DIAGNOSIS"",DEMOGRAPHIC.""DISCHTIME"" FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""SUBJECT_ID"" = ""2560""","[('75733', '2182-04-29 12:30:00'), ('V053', '2182-04-29 12:30:00'), ('V290', '2182-04-29 12:30:00'), ('V3001', '2182-04-29 12:30:00'), ('V502', '2182-04-29 12:30:00')]","[('NEWBORN', '2182-04-29 12:30:00')]"
what is the admission time and diagnosis long title for the patient id 2560?,"SELECT Demographic.ADMITTIME ,  Diagnoses.LONG_TITLE FROM Demographic JOIN Diagnoses ON Demographic.HADM_ID = Diagnoses.HADM_ID WHERE Demographic.SUBJECT_ID  =  2560","SELECT DEMOGRAPHIC.""ADMITTIME"",DIAGNOSES.""LONG_TITLE"" FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""SUBJECT_ID"" = ""2560""","[('2182-04-24 21:20:00', 'Congenital pigmentary anomalies of skin'), ('2182-04-24 21:20:00', 'Need for prophylactic vaccination and inoculation against viral hepatitis'), ('2182-04-24 21:20:00', 'Observation for suspected infectious condition'), ('2182-04-24 21:20:00', 'Routine or ritual circumcision'), ('2182-04-24 21:20:00', 'Single liveborn, born in hospital, delivered by cesarean section')]","[('2182-04-24 21:20:00', 'Congenital pigmentary anomalies of skin'), ('2182-04-24 21:20:00', 'Need for prophylactic vaccination and inoculation against viral hepatitis'), ('2182-04-24 21:20:00', 'Observation for suspected infectious condition'), ('2182-04-24 21:20:00', 'Routine or ritual circumcision'), ('2182-04-24 21:20:00', 'Single liveborn, born in hospital, delivered by cesarean section')]"
Get the admission time and procedure icd9 code for the patient with patient id 2560.,"SELECT Demographic.ADMITTIME ,  Procedures.ICD9_CODE FROM Demographic JOIN Procedures ON Demographic.HADM_ID = Procedures.HADM_ID WHERE Demographic.SUBJECT_ID  =  2560","SELECT DEMOGRAPHIC.""ADMITTIME"",PROCEDURES.""ICD9_CODE"" FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""SUBJECT_ID"" = ""2560""","[('2182-04-24 21:20:00', 640), ('2182-04-24 21:20:00', 9955)]","[('2182-04-24 21:20:00', 640), ('2182-04-24 21:20:00', 9955)]"
which ethnic background does the patient with patient id 6983 belong to?,SELECT ETHNICITY FROM Demographic WHERE SUBJECT_ID  =  6983,"SELECT DEMOGRAPHIC.""ETHNICITY"" FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""SUBJECT_ID"" = ""6983""","[('WHITE',)]","[('WHITE',)]"
at what time was the patient with patient id 6983 admitted in hospital?,SELECT ADMITTIME FROM Demographic WHERE SUBJECT_ID = 6983,"SELECT DEMOGRAPHIC.""ADMITTIME"" FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""SUBJECT_ID"" = ""6983""","[('2177-07-30 22:09:00',)]","[('2177-07-30 22:09:00',)]"
specify the drug name patient id 6983 is treated with?,SELECT DRUG FROM Prescriptions WHERE SUBJECT_ID = 6983,"SELECT PRESCRIPTIONS.""DRUG"" FROM PRESCRIPTIONS WHERE PRESCRIPTIONS.""SUBJECT_ID"" = ""6983""","[('Spironolactone',), ('Ondansetron',), ('Metoprolol XL',), ('Furosemide',), ('Furosemide',), ('Furosemide',), ('Magnesium Sulfate',), ('Furosemide',), ('Furosemide',), ('Phytonadione',), ('Insulin',), ('Potassium Chloride',), ('Potassium Chloride',), ('Furosemide',), ('Furosemide',), ('Furosemide',), ('Magnesium Sulfate',), ('Magnesium Oxide',), ('Potassium Chloride',), ('Potassium Chloride',), ('Magnesium Oxide',), ('Lactulose',), ('Furosemide',), ('Lactulose',), ('Lactulose',), ('Furosemide',), ('Oxycodone-Acetaminophen',), ('Acetaminophen',), ('traZODONE HCl',), ('Insulin',), ('Insulin',), ('Insulin',), ('Insulin',), ('Insulin',), ('Insulin',), ('Phytonadione',), ('Lactulose',), ('Pantoprazole',), ('Furosemide',)]","[('Spironolactone',), ('Ondansetron',), ('Metoprolol XL',), ('Furosemide',), ('Furosemide',), ('Furosemide',), ('Magnesium Sulfate',), ('Furosemide',), ('Furosemide',), ('Phytonadione',), ('Insulin',), ('Potassium Chloride',), ('Potassium Chloride',), ('Furosemide',), ('Furosemide',), ('Furosemide',), ('Magnesium Sulfate',), ('Magnesium Oxide',), ('Potassium Chloride',), ('Potassium Chloride',), ('Magnesium Oxide',), ('Lactulose',), ('Furosemide',), ('Lactulose',), ('Lactulose',), ('Furosemide',), ('Oxycodone-Acetaminophen',), ('Acetaminophen',), ('traZODONE HCl',), ('Insulin',), ('Insulin',), ('Insulin',), ('Insulin',), ('Insulin',), ('Insulin',), ('Phytonadione',), ('Lactulose',), ('Pantoprazole',), ('Furosemide',)]"
find the name of subject id 3343.,SELECT NAME FROM Demographic WHERE SUBJECT_ID = 3343,"SELECT DEMOGRAPHIC.""NAME"" FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""SUBJECT_ID"" = ""3343""","[('Bessie Giordano',)]","[('Bessie Giordano',)]"
descibe the diagnoses of subject id 3343.,"SELECT ICD9_CODE ,  SHORT_TITLE ,  LONG_TITLE FROM Diagnoses WHERE SUBJECT_ID  =  3343","SELECT DIAGNOSES.""SHORT_TITLE"" FROM DIAGNOSES WHERE DIAGNOSES.""SUBJECT_ID"" = ""3343""","[('V3001', 'Single lb in-hosp w cs', 'Single liveborn, born in hospital, delivered by cesarean section'), ('V293', 'NB obs genetc/metabl cnd', 'Observation for suspected genetic or metabolic condition'), ('V053', 'Need prphyl vc vrl hepat', 'Need for prophylactic vaccination and inoculation against viral hepatitis'), ('V290', 'NB obsrv suspct infect', 'Observation for suspected infectious condition')]","[('Single lb in-hosp w cs',), ('NB obs genetc/metabl cnd',), ('Need prphyl vc vrl hepat',), ('NB obsrv suspct infect',)]"
